"Statistic Label","Quarter","Sex","UNIT","VALUE"
"Births Registered","1995Q2","Male","Number","6482"
"Births Registered","1995Q2","Female","Number","6097"
"Births Registered","1995Q3","Both sexes","Number","12488"
"Births Registered","1995Q3","Male","Number","6444"
"Births Registered","1995Q3","Female","Number","6044"
"Births Registered","1995Q4","Both sexes","Number","10947"
"Births Registered","1995Q4","Male","Number","5633"
"Births Registered","1995Q4","Female","Number","5314"
"Births Registered","1996Q1","Both sexes","Number","12749"
"Births Registered","1996Q1","Male","Number","6661"
"Births Registered","1996Q1","Female","Number","6088"
"Births Registered","1996Q2","Both sexes","Number","12175"
"Births Registered","1996Q2","Male","Number","6335"
"Births Registered","1996Q2","Female","Number","5840"
"Births Registered","1996Q3","Both sexes","Number","13015"
"Births Registered","1996Q3","Male","Number","6864"
"Births Registered","1996Q3","Female","Number","6151"
"Births Registered","1996Q4","Both sexes","Number","12451"
"Births Registered","1996Q4","Male","Number","6381"
"Births Registered","1996Q4","Female","Number","6070"
"Births Registered","1997Q1","Both sexes","Number","12980"
"Births Registered","1997Q1","Male","Number","6627"
"Births Registered","1997Q1","Female","Number","6353"
"Births Registered","1997Q2","Both sexes","Number","13679"
"Births Registered","1997Q2","Male","Number","7100"
"Births Registered","1997Q2","Female","Number","6579"
"Births Registered","1997Q3","Both sexes","Number","14211"
"Births Registered","1997Q3","Male","Number","7277"
"Births Registered","1997Q3","Female","Number","6934"
"Births Registered","1997Q4","Both sexes","Number","11441"
"Births Registered","1997Q4","Male","Number","5851"
"Births Registered","1997Q4","Female","Number","5590"
"Births Registered","1998Q1","Both sexes","Number","13405"
"Births Registered","1998Q1","Male","Number","6917"
"Births Registered","1998Q1","Female","Number","6488"
"Births Registered","1998Q2","Both sexes","Number","13729"
"Births Registered","1998Q2","Male","Number","7104"
"Births Registered","1998Q2","Female","Number","6625"
"Births Registered","1998Q3","Both sexes","Number","14027"
"Births Registered","1998Q3","Male","Number","7171"
"Births Registered","1998Q3","Female","Number","6856"
"Births Registered","1998Q4","Both sexes","Number","12390"
"Births Registered","1998Q4","Male","Number","6388"
"Births Registered","1998Q4","Female","Number","6002"
"Births Registered","1999Q1","Both sexes","Number","13388"
"Births Registered","1999Q1","Male","Number","6927"
"Births Registered","1999Q1","Female","Number","6461"
"Births Registered","1999Q2","Both sexes","Number","13585"
"Births Registered","1999Q2","Male","Number","7036"
"Births Registered","1999Q2","Female","Number","6549"
"Births Registered","1999Q3","Both sexes","Number","13840"
"Births Registered","1999Q3","Male","Number","7147"
"Births Registered","1999Q3","Female","Number","6693"
"Births Registered","1999Q4","Both sexes","Number","12541"
"Births Registered","1999Q4","Male","Number","6398"
"Births Registered","1999Q4","Female","Number","6143"
"Births Registered","2000Q1","Both sexes","Number","13984"
"Births Registered","2000Q1","Male","Number","7232"
"Births Registered","2000Q1","Female","Number","6752"
"Births Registered","2000Q2","Both sexes","Number","13794"
"Births Registered","2000Q2","Male","Number","7080"
"Births Registered","2000Q2","Female","Number","6714"
"Births Registered","2000Q3","Both sexes","Number","13967"
"Births Registered","2000Q3","Male","Number","7150"
"Births Registered","2000Q3","Female","Number","6817"
"Births Registered","2000Q4","Both sexes","Number","12494"
"Births Registered","2000Q4","Male","Number","6434"
"Births Registered","2000Q4","Female","Number","6060"
"Births Registered","2001Q1","Both sexes","Number","14785"
"Births Registered","2001Q1","Male","Number","7671"
"Births Registered","2001Q1","Female","Number","7114"
"Births Registered","2001Q2","Both sexes","Number","14303"
"Births Registered","2001Q2","Male","Number","7281"
"Births Registered","2001Q2","Female","Number","7022"
"Births Registered","2001Q3","Both sexes","Number","14688"
"Births Registered","2001Q3","Male","Number","7540"
"Births Registered","2001Q3","Female","Number","7148"
"Births Registered","2001Q4","Both sexes","Number","14106"
"Births Registered","2001Q4","Male","Number","7261"
"Births Registered","2001Q4","Female","Number","6845"
"Births Registered","2002Q1","Both sexes","Number","14972"
"Births Registered","2002Q1","Male","Number","7601"
"Births Registered","2002Q1","Female","Number","7371"
"Births Registered","2002Q2","Both sexes","Number","15247"
"Births Registered","2002Q2","Male","Number","7905"
"Births Registered","2002Q2","Female","Number","7342"
"Births Registered","2002Q3","Both sexes","Number","15593"
"Births Registered","2002Q3","Male","Number","7909"
"Births Registered","2002Q3","Female","Number","7684"
"Births Registered","2002Q4","Both sexes","Number","14709"
"Births Registered","2002Q4","Male","Number","7586"
"Births Registered","2002Q4","Female","Number","7123"
"Births Registered","2003Q1","Both sexes","Number","15238"
"Births Registered","2003Q1","Male","Number","7824"
"Births Registered","2003Q1","Female","Number","7414"
"Births Registered","2003Q2","Both sexes","Number","15582"
"Births Registered","2003Q2","Male","Number","7953"
"Births Registered","2003Q2","Female","Number","7629"
"Births Registered","2003Q3","Both sexes","Number","15909"
"Births Registered","2003Q3","Male","Number","8129"
"Births Registered","2003Q3","Female","Number","7780"
"Births Registered","2003Q4","Both sexes","Number","14788"
"Births Registered","2003Q4","Male","Number","7508"
"Births Registered","2003Q4","Female","Number","7280"
"Births Registered","2004Q1","Both sexes","Number","15599"
"Births Registered","2004Q1","Male","Number","8025"
"Births Registered","2004Q1","Female","Number","7574"
"Births Registered","2004Q2","Both sexes","Number","15535"
"Births Registered","2004Q2","Male","Number","8013"
"Births Registered","2004Q2","Female","Number","7522"
"Births Registered","2004Q3","Both sexes","Number","15605"
"Births Registered","2004Q3","Male","Number","8017"
"Births Registered","2004Q3","Female","Number","7588"
"Births Registered","2004Q4","Both sexes","Number","14945"
"Births Registered","2004Q4","Male","Number","7762"
"Births Registered","2004Q4","Female","Number","7183"
"Births Registered","2005Q1","Both sexes","Number","15334"
"Births Registered","2005Q1","Male","Number","7986"
"Births Registered","2005Q1","Female","Number","7348"
"Births Registered","2005Q2","Both sexes","Number","15306"
"Births Registered","2005Q2","Male","Number","7800"
"Births Registered","2005Q2","Female","Number","7506"
"Births Registered","2005Q3","Both sexes","Number","16170"
"Births Registered","2005Q3","Male","Number","8337"
"Births Registered","2005Q3","Female","Number","7833"
"Births Registered","2005Q4","Both sexes","Number","14232"
"Births Registered","2005Q4","Male","Number","7246"
"Births Registered","2005Q4","Female","Number","6986"
"Births Registered","2006Q1","Both sexes","Number","15958"
"Births Registered","2006Q1","Male","Number","8204"
"Births Registered","2006Q1","Female","Number","7754"
"Births Registered","2006Q2","Both sexes","Number","15979"
"Births Registered","2006Q2","Male","Number","8299"
"Births Registered","2006Q2","Female","Number","7680"
"Births Registered","2006Q3","Both sexes","Number","16920"
"Births Registered","2006Q3","Male","Number","8696"
"Births Registered","2006Q3","Female","Number","8224"
"Births Registered","2006Q4","Both sexes","Number","15380"
"Births Registered","2006Q4","Male","Number","7886"
"Births Registered","2006Q4","Female","Number","7494"
"Births Registered","2007Q1","Both sexes","Number","17473"
"Births Registered","2007Q1","Male","Number","8930"
"Births Registered","2007Q1","Female","Number","8543"
"Births Registered","2007Q2","Both sexes","Number","17127"
"Births Registered","2007Q2","Male","Number","8667"
"Births Registered","2007Q2","Female","Number","8460"
"Births Registered","2007Q3","Both sexes","Number","18554"
"Births Registered","2007Q3","Male","Number","9462"
"Births Registered","2007Q3","Female","Number","9092"
"Births Registered","2007Q4","Both sexes","Number","17466"
"Births Registered","2007Q4","Male","Number","8515"
"Births Registered","2007Q4","Female","Number","8951"
"Births Registered","2008Q1","Both sexes","Number","19154"
"Births Registered","2008Q1","Male","Number","9857"
"Births Registered","2008Q1","Female","Number","9297"
"Births Registered","2008Q2","Both sexes","Number","19040"
"Births Registered","2008Q2","Male","Number","9784"
"Births Registered","2008Q2","Female","Number","9256"
"Births Registered","2008Q3","Both sexes","Number","19650"
"Births Registered","2008Q3","Male","Number","10052"
"Births Registered","2008Q3","Female","Number","9598"
"Births Registered","2008Q4","Both sexes","Number","17880"
"Births Registered","2008Q4","Male","Number","9224"
"Births Registered","2008Q4","Female","Number","8656"
"Births Registered","2009Q1","Both sexes","Number","19437"
"Births Registered","2009Q1","Male","Number","9911"
"Births Registered","2009Q1","Female","Number","9526"
"Births Registered","2009Q2","Both sexes","Number","18844"
"Births Registered","2009Q2","Male","Number","9588"
"Births Registered","2009Q2","Female","Number","9256"
"Births Registered","2009Q3","Both sexes","Number","19289"
"Births Registered","2009Q3","Male","Number","9947"
"Births Registered","2009Q3","Female","Number","9342"
"Births Registered","2009Q4","Both sexes","Number","17358"
"Births Registered","2009Q4","Male","Number","8957"
"Births Registered","2009Q4","Female","Number","8401"
"Births Registered","2010Q1","Both sexes","Number","19787"
"Births Registered","2010Q1","Male","Number","10141"
"Births Registered","2010Q1","Female","Number","9646"
"Births Registered","2010Q2","Both sexes","Number","18844"
"Births Registered","2010Q2","Male","Number","9577"
"Births Registered","2010Q2","Female","Number","9267"
"Births Registered","2010Q3","Both sexes","Number","19171"
"Births Registered","2010Q3","Male","Number","9776"
"Births Registered","2010Q3","Female","Number","9395"
"Births Registered","2010Q4","Both sexes","Number","17174"
"Births Registered","2010Q4","Male","Number","8750"
"Births Registered","2010Q4","Female","Number","8424"
"Births Registered","2011Q1","Both sexes","Number","19950"
"Births Registered","2011Q1","Male","Number","10221"
"Births Registered","2011Q1","Female","Number","9729"
"Births Registered","2011Q2","Both sexes","Number","18381"
"Births Registered","2011Q2","Male","Number","9428"
"Births Registered","2011Q2","Female","Number","8953"
"Births Registered","2011Q3","Both sexes","Number","19222"
"Births Registered","2011Q3","Male","Number","9848"
"Births Registered","2011Q3","Female","Number","9374"
"Births Registered","2011Q4","Both sexes","Number","17097"
"Births Registered","2011Q4","Male","Number","8726"
"Births Registered","2011Q4","Female","Number","8371"
"Births Registered","2012Q1","Both sexes","Number","19313"
"Births Registered","2012Q1","Male","Number","9975"
"Births Registered","2012Q1","Female","Number","9338"
"Births Registered","2012Q2","Both sexes","Number","17958"
"Births Registered","2012Q2","Male","Number","9236"
"Births Registered","2012Q2","Female","Number","8722"
"Births Registered","2012Q3","Both sexes","Number","17985"
"Births Registered","2012Q3","Male","Number","9208"
"Births Registered","2012Q3","Female","Number","8777"
"Births Registered","2012Q4","Both sexes","Number","16969"
"Births Registered","2012Q4","Male","Number","8791"
"Births Registered","2012Q4","Female","Number","8178"
"Births Registered","2013Q1","Both sexes","Number","17563"
"Births Registered","2013Q1","Male","Number","8929"
"Births Registered","2013Q1","Female","Number","8634"
"Births Registered","2013Q2","Both sexes","Number","17107"
"Births Registered","2013Q2","Male","Number","8782"
"Births Registered","2013Q2","Female","Number","8325"
"Births Registered","2013Q3","Both sexes","Number","17729"
"Births Registered","2013Q3","Male","Number","9105"
"Births Registered","2013Q3","Female","Number","8624"
"Births Registered","2013Q4","Both sexes","Number","16531"
"Births Registered","2013Q4","Male","Number","8456"
"Births Registered","2013Q4","Female","Number","8075"
"Births Registered","2014Q1","Both sexes","Number","17699"
"Births Registered","2014Q1","Male","Number","9131"
"Births Registered","2014Q1","Female","Number","8568"
"Births Registered","2014Q2","Both sexes","Number","16502"
"Births Registered","2014Q2","Male","Number","8462"
"Births Registered","2014Q2","Female","Number","8040"
"Births Registered","2014Q3","Both sexes","Number","17197"
"Births Registered","2014Q3","Male","Number","8850"
"Births Registered","2014Q3","Female","Number","8347"
"Births Registered","2014Q4","Both sexes","Number","16064"
"Births Registered","2014Q4","Male","Number","8342"
"Births Registered","2014Q4","Female","Number","7722"
"Births Registered","2015Q1","Both sexes","Number","17183"
"Births Registered","2015Q1","Male","Number","8754"
"Births Registered","2015Q1","Female","Number","8429"
"Births Registered","2015Q2","Both sexes","Number","16064"
"Births Registered","2015Q2","Male","Number","8154"
"Births Registered","2015Q2","Female","Number","7910"
"Births Registered","2015Q3","Both sexes","Number","17128"
"Births Registered","2015Q3","Male","Number","8834"
"Births Registered","2015Q3","Female","Number","8294"
"Births Registered","2015Q4","Both sexes","Number","15534"
"Births Registered","2015Q4","Male","Number","7877"
"Births Registered","2015Q4","Female","Number","7657"
"Births Registered","2016Q1","Both sexes","Number","16480"
"Births Registered","2016Q1","Male","Number","8537"
"Births Registered","2016Q1","Female","Number","7943"
"Births Registered","2016Q2","Both sexes","Number","16219"
"Births Registered","2016Q2","Male","Number","8286"
"Births Registered","2016Q2","Female","Number","7933"
"Births Registered","2016Q3","Both sexes","Number","16458"
"Births Registered","2016Q3","Male","Number","8455"
"Births Registered","2016Q3","Female","Number","8003"
"Births Registered","2016Q4","Both sexes","Number","14740"
"Births Registered","2016Q4","Male","Number","7541"
"Births Registered","2016Q4","Female","Number","7199"
"Births Registered","2017Q1","Both sexes","Number","16487"
"Births Registered","2017Q1","Male","Number","8428"
"Births Registered","2017Q1","Female","Number","8059"
"Births Registered","2017Q2","Both sexes","Number","15222"
"Births Registered","2017Q2","Male","Number","7732"
"Births Registered","2017Q2","Female","Number","7490"
"Births Registered","2017Q3","Both sexes","Number","15635"
"Births Registered","2017Q3","Male","Number","8102"
"Births Registered","2017Q3","Female","Number","7533"
"Births Registered","2017Q4","Both sexes","Number","14709"
"Births Registered","2017Q4","Male","Number","7593"
"Births Registered","2017Q4","Female","Number","7116"
"Births Registered","2018Q1","Both sexes","Number","15659"
"Births Registered","2018Q1","Male","Number","8006"
"Births Registered","2018Q1","Female","Number","7653"
"Births Registered","2018Q2","Both sexes","Number","15419"
"Births Registered","2018Q2","Male","Number","7933"
"Births Registered","2018Q2","Female","Number","7486"
"Births Registered","2018Q3","Both sexes","Number","15428"
"Births Registered","2018Q3","Male","Number","7956"
"Births Registered","2018Q3","Female","Number","7472"
"Births Registered","2018Q4","Both sexes","Number","14510"
"Births Registered","2018Q4","Male","Number","7403"
"Births Registered","2018Q4","Female","Number","7107"
"Births Registered","2019Q1","Both sexes","Number","15893"
"Births Registered","2019Q1","Male","Number","8132"
"Births Registered","2019Q1","Female","Number","7761"
"Births Registered","2019Q2","Both sexes","Number","14389"
"Births Registered","2019Q2","Male","Number","7396"
"Births Registered","2019Q2","Female","Number","6993"
"Births Registered","2019Q3","Both sexes","Number","15379"
"Births Registered","2019Q3","Male","Number","7813"
"Births Registered","2019Q3","Female","Number","7566"
"Births Registered","2019Q4","Both sexes","Number","14135"
"Births Registered","2019Q4","Male","Number","7214"
"Births Registered","2019Q4","Female","Number","6921"
"Births Registered","2020Q1","Both sexes","Number","14371"
"Births Registered","2020Q1","Male","Number","7440"
"Births Registered","2020Q1","Female","Number","6931"
"Births Registered","2020Q2","Both sexes","Number","13527"
"Births Registered","2020Q2","Male","Number","6991"
"Births Registered","2020Q2","Female","Number","6536"
"Births Registered","2020Q3","Both sexes","Number","14477"
"Births Registered","2020Q3","Male","Number","7495"
"Births Registered","2020Q3","Female","Number","6982"
"Births Registered","2020Q4","Both sexes","Number","13584"
"Births Registered","2020Q4","Male","Number","6976"
"Births Registered","2020Q4","Female","Number","6608"
"Births Registered","2021Q1","Both sexes","Number","13895"
"Births Registered","2021Q1","Male","Number","7008"
"Births Registered","2021Q1","Female","Number","6887"
"Births Registered","2021Q2","Both sexes","Number","11551"
"Births Registered","2021Q2","Male","Number","5886"
"Births Registered","2021Q2","Female","Number","5665"
"Births Registered","2021Q3","Both sexes","Number","16747"
"Births Registered","2021Q3","Male","Number","8594"
"Births Registered","2021Q3","Female","Number","8153"
"Births Registered","2021Q4","Both sexes","Number","16250"
"Births Registered","2021Q4","Male","Number","8335"
"Births Registered","2021Q4","Female","Number","7915"
"Births Registered","2022Q1","Both sexes","Number","16131"
"Births Registered","2022Q1","Male","Number","8254"
"Births Registered","2022Q1","Female","Number","7877"
"Births Registered","2022Q2","Both sexes","Number","14449"
"Births Registered","2022Q2","Male","Number","7447"
"Births Registered","2022Q2","Female","Number","7002"
"Births Registered","2022Q3","Both sexes","Number","14091"
"Births Registered","2022Q3","Male","Number","7188"
"Births Registered","2022Q3","Female","Number","6903"
"Births Registered","2022Q4","Both sexes","Number","12869"
"Births Registered","2022Q4","Male","Number","6511"
"Births Registered","2022Q4","Female","Number","6358"
"Births Registered","2023Q1","Both sexes","Number","13968"
"Births Registered","2023Q1","Male","Number","7098"
"Births Registered","2023Q1","Female","Number","6870"
"Births Within Marriage Registered","1960Q1","Both sexes","Number","14375"
"Births Within Marriage Registered","1960Q1","Male","Number",""
"Births Within Marriage Registered","1960Q1","Female","Number",""
"Births Within Marriage Registered","1960Q2","Both sexes","Number","16220"
"Births Within Marriage Registered","1960Q2","Male","Number",""
"Births Within Marriage Registered","1960Q2","Female","Number",""
"Births Within Marriage Registered","1960Q3","Both sexes","Number","15369"
"Births Within Marriage Registered","1960Q3","Male","Number",""
"Births Within Marriage Registered","1960Q3","Female","Number",""
"Births Within Marriage Registered","1960Q4","Both sexes","Number","13799"
"Births Within Marriage Registered","1960Q4","Male","Number",""
"Births Within Marriage Registered","1960Q4","Female","Number",""
"Births Within Marriage Registered","1961Q1","Both sexes","Number","14451"
"Births Within Marriage Registered","1961Q1","Male","Number",""
"Births Within Marriage Registered","1961Q1","Female","Number",""
"Births Within Marriage Registered","1961Q2","Both sexes","Number","16012"
"Births Within Marriage Registered","1961Q2","Male","Number",""
"Births Within Marriage Registered","1961Q2","Female","Number",""
"Births Within Marriage Registered","1961Q3","Both sexes","Number","14697"
"Births Within Marriage Registered","1961Q3","Male","Number",""
"Births Within Marriage Registered","1961Q3","Female","Number",""
"Births Within Marriage Registered","1961Q4","Both sexes","Number","13698"
"Births Within Marriage Registered","1961Q4","Male","Number",""
"Births Within Marriage Registered","1961Q4","Female","Number",""
"Births Within Marriage Registered","1962Q1","Both sexes","Number","14591"
"Births Within Marriage Registered","1962Q1","Male","Number",""
"Births Within Marriage Registered","1962Q1","Female","Number",""
"Births Within Marriage Registered","1962Q2","Both sexes","Number","16345"
"Births Within Marriage Registered","1962Q2","Male","Number",""
"Births Within Marriage Registered","1962Q2","Female","Number",""
"Births Within Marriage Registered","1962Q3","Both sexes","Number","15451"
"Births Within Marriage Registered","1962Q3","Male","Number",""
"Births Within Marriage Registered","1962Q3","Female","Number",""
"Births Within Marriage Registered","1962Q4","Both sexes","Number","14118"
"Births Within Marriage Registered","1962Q4","Male","Number",""
"Births Within Marriage Registered","1962Q4","Female","Number",""
"Births Within Marriage Registered","1963Q1","Both sexes","Number","14925"
"Births Within Marriage Registered","1963Q1","Male","Number",""
"Births Within Marriage Registered","1963Q1","Female","Number",""
"Births Within Marriage Registered","1963Q2","Both sexes","Number","16716"
"Births Within Marriage Registered","1963Q2","Male","Number",""
"Births Within Marriage Registered","1963Q2","Female","Number",""
"Births Within Marriage Registered","1963Q3","Both sexes","Number","15754"
"Births Within Marriage Registered","1963Q3","Male","Number",""
"Births Within Marriage Registered","1963Q3","Female","Number",""
"Births Within Marriage Registered","1963Q4","Both sexes","Number","14415"
"Births Within Marriage Registered","1963Q4","Male","Number",""
"Births Within Marriage Registered","1963Q4","Female","Number",""
"Births Within Marriage Registered","1964Q1","Both sexes","Number","14776"
"Births Within Marriage Registered","1964Q1","Male","Number",""
"Births Within Marriage Registered","1964Q1","Female","Number",""
"Births Within Marriage Registered","1964Q2","Both sexes","Number","16978"
"Births Within Marriage Registered","1964Q2","Male","Number",""
"Births Within Marriage Registered","1964Q2","Female","Number",""
"Births Within Marriage Registered","1964Q3","Both sexes","Number","16184"
"Births Within Marriage Registered","1964Q3","Male","Number",""
"Births Within Marriage Registered","1964Q3","Female","Number",""
"Births Within Marriage Registered","1964Q4","Both sexes","Number","14790"
"Births Within Marriage Registered","1964Q4","Male","Number",""
"Births Within Marriage Registered","1964Q4","Female","Number",""
"Births Within Marriage Registered","1965Q1","Both sexes","Number","14867"
"Births Within Marriage Registered","1965Q1","Male","Number",""
"Births Within Marriage Registered","1965Q1","Female","Number",""
"Births Within Marriage Registered","1965Q2","Both sexes","Number","15996"
"Births Within Marriage Registered","1965Q2","Male","Number",""
"Births Within Marriage Registered","1965Q2","Female","Number",""
"Births Within Marriage Registered","1965Q3","Both sexes","Number","16992"
"Births Within Marriage Registered","1965Q3","Male","Number",""
"Births Within Marriage Registered","1965Q3","Female","Number",""
"Births Within Marriage Registered","1965Q4","Both sexes","Number","14199"
"Births Within Marriage Registered","1965Q4","Male","Number",""
"Births Within Marriage Registered","1965Q4","Female","Number",""
"Births Within Marriage Registered","1966Q1","Both sexes","Number","14706"
"Births Within Marriage Registered","1966Q1","Male","Number",""
"Births Within Marriage Registered","1966Q1","Female","Number",""
"Births Within Marriage Registered","1966Q2","Both sexes","Number","16120"
"Births Within Marriage Registered","1966Q2","Male","Number",""
"Births Within Marriage Registered","1966Q2","Female","Number",""
"Births Within Marriage Registered","1966Q3","Both sexes","Number","15561"
"Births Within Marriage Registered","1966Q3","Male","Number",""
"Births Within Marriage Registered","1966Q3","Female","Number",""
"Births Within Marriage Registered","1966Q4","Both sexes","Number","14343"
"Births Within Marriage Registered","1966Q4","Male","Number",""
"Births Within Marriage Registered","1966Q4","Female","Number",""
"Births Within Marriage Registered","1967Q1","Both sexes","Number","14456"
"Births Within Marriage Registered","1967Q1","Male","Number",""
"Births Within Marriage Registered","1967Q1","Female","Number",""
"Births Within Marriage Registered","1967Q2","Both sexes","Number","16248"
"Births Within Marriage Registered","1967Q2","Male","Number",""
"Births Within Marriage Registered","1967Q2","Female","Number",""
"Births Within Marriage Registered","1967Q3","Both sexes","Number","14949"
"Births Within Marriage Registered","1967Q3","Male","Number",""
"Births Within Marriage Registered","1967Q3","Female","Number",""
"Births Within Marriage Registered","1967Q4","Both sexes","Number","13867"
"Births Within Marriage Registered","1967Q4","Male","Number",""
"Births Within Marriage Registered","1967Q4","Female","Number",""
"Births Within Marriage Registered","1968Q1","Both sexes","Number","15037"
"Births Within Marriage Registered","1968Q1","Male","Number",""
"Births Within Marriage Registered","1968Q1","Female","Number",""
"Births Within Marriage Registered","1968Q2","Both sexes","Number","15067"
"Births Within Marriage Registered","1968Q2","Male","Number",""
"Births Within Marriage Registered","1968Q2","Female","Number",""
"Births Within Marriage Registered","1968Q3","Both sexes","Number","15322"
"Births Within Marriage Registered","1968Q3","Male","Number",""
"Births Within Marriage Registered","1968Q3","Female","Number",""
"Births Within Marriage Registered","1968Q4","Both sexes","Number","13802"
"Births Within Marriage Registered","1968Q4","Male","Number",""
"Births Within Marriage Registered","1968Q4","Female","Number",""
"Births Within Marriage Registered","1969Q1","Both sexes","Number","14589"
"Births Within Marriage Registered","1969Q1","Male","Number",""
"Births Within Marriage Registered","1969Q1","Female","Number",""
"Births Within Marriage Registered","1969Q2","Both sexes","Number","16305"
"Births Within Marriage Registered","1969Q2","Male","Number",""
"Births Within Marriage Registered","1969Q2","Female","Number",""
"Births Within Marriage Registered","1969Q3","Both sexes","Number","16097"
"Births Within Marriage Registered","1969Q3","Male","Number",""
"Births Within Marriage Registered","1969Q3","Female","Number",""
"Births Within Marriage Registered","1969Q4","Both sexes","Number","14183"
"Births Within Marriage Registered","1969Q4","Male","Number",""
"Births Within Marriage Registered","1969Q4","Female","Number",""
"Births Within Marriage Registered","1970Q1","Both sexes","Number","15227"
"Births Within Marriage Registered","1970Q1","Male","Number",""
"Births Within Marriage Registered","1970Q1","Female","Number",""
"Births Within Marriage Registered","1970Q2","Both sexes","Number","17101"
"Births Within Marriage Registered","1970Q2","Male","Number",""
"Births Within Marriage Registered","1970Q2","Female","Number",""
"Births Within Marriage Registered","1970Q3","Both sexes","Number","15648"
"Births Within Marriage Registered","1970Q3","Male","Number",""
"Births Within Marriage Registered","1970Q3","Female","Number",""
"Births Within Marriage Registered","1970Q4","Both sexes","Number","14401"
"Births Within Marriage Registered","1970Q4","Male","Number",""
"Births Within Marriage Registered","1970Q4","Female","Number",""
"Births Within Marriage Registered","1971Q1","Both sexes","Number","15956"
"Births Within Marriage Registered","1971Q1","Male","Number",""
"Births Within Marriage Registered","1971Q1","Female","Number",""
"Births Within Marriage Registered","1971Q2","Both sexes","Number","17582"
"Births Within Marriage Registered","1971Q2","Male","Number",""
"Births Within Marriage Registered","1971Q2","Female","Number",""
"Births Within Marriage Registered","1971Q3","Both sexes","Number","16865"
"Births Within Marriage Registered","1971Q3","Male","Number",""
"Births Within Marriage Registered","1971Q3","Female","Number",""
"Births Within Marriage Registered","1971Q4","Both sexes","Number","15503"
"Births Within Marriage Registered","1971Q4","Male","Number",""
"Births Within Marriage Registered","1971Q4","Female","Number",""
"Births Within Marriage Registered","1972Q1","Both sexes","Number","16108"
"Births Within Marriage Registered","1972Q1","Male","Number",""
"Births Within Marriage Registered","1972Q1","Female","Number",""
"Births Within Marriage Registered","1972Q2","Both sexes","Number","17071"
"Births Within Marriage Registered","1972Q2","Male","Number",""
"Births Within Marriage Registered","1972Q2","Female","Number",""
"Births Within Marriage Registered","1972Q3","Both sexes","Number","16393"
"Births Within Marriage Registered","1972Q3","Male","Number",""
"Births Within Marriage Registered","1972Q3","Female","Number",""
"Births Within Marriage Registered","1972Q4","Both sexes","Number","16108"
"Births Within Marriage Registered","1972Q4","Male","Number",""
"Births Within Marriage Registered","1972Q4","Female","Number",""
"Births Within Marriage Registered","1973Q1","Both sexes","Number","17306"
"Births Within Marriage Registered","1973Q1","Male","Number",""
"Births Within Marriage Registered","1973Q1","Female","Number",""
"Births Within Marriage Registered","1973Q2","Both sexes","Number","16596"
"Births Within Marriage Registered","1973Q2","Male","Number",""
"Births Within Marriage Registered","1973Q2","Female","Number",""
"Births Within Marriage Registered","1973Q3","Both sexes","Number","17063"
"Births Within Marriage Registered","1973Q3","Male","Number",""
"Births Within Marriage Registered","1973Q3","Female","Number",""
"Births Within Marriage Registered","1973Q4","Both sexes","Number","14898"
"Births Within Marriage Registered","1973Q4","Male","Number",""
"Births Within Marriage Registered","1973Q4","Female","Number",""
"Births Within Marriage Registered","1974Q1","Both sexes","Number","16857"
"Births Within Marriage Registered","1974Q1","Male","Number",""
"Births Within Marriage Registered","1974Q1","Female","Number",""
"Births Within Marriage Registered","1974Q2","Both sexes","Number","16781"
"Births Within Marriage Registered","1974Q2","Male","Number",""
"Births Within Marriage Registered","1974Q2","Female","Number",""
"Births Within Marriage Registered","1974Q3","Both sexes","Number","16931"
"Births Within Marriage Registered","1974Q3","Male","Number",""
"Births Within Marriage Registered","1974Q3","Female","Number",""
"Births Within Marriage Registered","1974Q4","Both sexes","Number","15939"
"Births Within Marriage Registered","1974Q4","Male","Number",""
"Births Within Marriage Registered","1974Q4","Female","Number",""
"Births Within Marriage Registered","1975Q1","Both sexes","Number","16383"
"Births Within Marriage Registered","1975Q1","Male","Number",""
"Births Within Marriage Registered","1975Q1","Female","Number",""
"Births Within Marriage Registered","1975Q2","Both sexes","Number","16797"
"Births Within Marriage Registered","1975Q2","Male","Number",""
"Births Within Marriage Registered","1975Q2","Female","Number",""
"Births Within Marriage Registered","1975Q3","Both sexes","Number","16615"
"Births Within Marriage Registered","1975Q3","Male","Number",""
"Births Within Marriage Registered","1975Q3","Female","Number",""
"Births Within Marriage Registered","1975Q4","Both sexes","Number","15199"
"Births Within Marriage Registered","1975Q4","Male","Number",""
"Births Within Marriage Registered","1975Q4","Female","Number",""
"Births Within Marriage Registered","1976Q1","Both sexes","Number","16571"
"Births Within Marriage Registered","1976Q1","Male","Number",""
"Births Within Marriage Registered","1976Q1","Female","Number",""
"Births Within Marriage Registered","1976Q2","Both sexes","Number","16845"
"Births Within Marriage Registered","1976Q2","Male","Number",""
"Births Within Marriage Registered","1976Q2","Female","Number",""
"Births Within Marriage Registered","1976Q3","Both sexes","Number","16476"
"Births Within Marriage Registered","1976Q3","Male","Number",""
"Births Within Marriage Registered","1976Q3","Female","Number",""
"Births Within Marriage Registered","1976Q4","Both sexes","Number","15697"
"Births Within Marriage Registered","1976Q4","Male","Number",""
"Births Within Marriage Registered","1976Q4","Female","Number",""
"Births Within Marriage Registered","1977Q1","Both sexes","Number","16082"
"Births Within Marriage Registered","1977Q1","Male","Number",""
"Births Within Marriage Registered","1977Q1","Female","Number",""
