"Statistic Label","Quarter","Sex","UNIT","VALUE"
"Births Outside Marriage Registered","2012Q4","Male","Number",""
"Births Outside Marriage Registered","2012Q4","Female","Number",""
"Births Outside Marriage Registered","2013Q1","Both sexes","Number","6406"
"Births Outside Marriage Registered","2013Q1","Male","Number",""
"Births Outside Marriage Registered","2013Q1","Female","Number",""
"Births Outside Marriage Registered","2013Q2","Both sexes","Number","5824"
"Births Outside Marriage Registered","2013Q2","Male","Number",""
"Births Outside Marriage Registered","2013Q2","Female","Number",""
"Births Outside Marriage Registered","2013Q3","Both sexes","Number","6243"
"Births Outside Marriage Registered","2013Q3","Male","Number",""
"Births Outside Marriage Registered","2013Q3","Female","Number",""
"Births Outside Marriage Registered","2013Q4","Both sexes","Number","5920"
"Births Outside Marriage Registered","2013Q4","Male","Number",""
"Births Outside Marriage Registered","2013Q4","Female","Number",""
"Births Outside Marriage Registered","2014Q1","Both sexes","Number","6439"
"Births Outside Marriage Registered","2014Q1","Male","Number",""
"Births Outside Marriage Registered","2014Q1","Female","Number",""
"Births Outside Marriage Registered","2014Q2","Both sexes","Number","5949"
"Births Outside Marriage Registered","2014Q2","Male","Number",""
"Births Outside Marriage Registered","2014Q2","Female","Number",""
"Births Outside Marriage Registered","2014Q3","Both sexes","Number","6239"
"Births Outside Marriage Registered","2014Q3","Male","Number",""
"Births Outside Marriage Registered","2014Q3","Female","Number",""
"Births Outside Marriage Registered","2014Q4","Both sexes","Number","5863"
"Births Outside Marriage Registered","2014Q4","Male","Number",""
"Births Outside Marriage Registered","2014Q4","Female","Number",""
"Births Outside Marriage Registered","2015Q1","Both sexes","Number","6202"
"Births Outside Marriage Registered","2015Q1","Male","Number",""
"Births Outside Marriage Registered","2015Q1","Female","Number",""
"Births Outside Marriage Registered","2015Q2","Both sexes","Number","5786"
"Births Outside Marriage Registered","2015Q2","Male","Number",""
"Births Outside Marriage Registered","2015Q2","Female","Number",""
"Births Outside Marriage Registered","2015Q3","Both sexes","Number","6285"
"Births Outside Marriage Registered","2015Q3","Male","Number",""
"Births Outside Marriage Registered","2015Q3","Female","Number",""
"Births Outside Marriage Registered","2015Q4","Both sexes","Number","5717"
"Births Outside Marriage Registered","2015Q4","Male","Number",""
"Births Outside Marriage Registered","2015Q4","Female","Number",""
"Births Outside Marriage Registered","2016Q1","Both sexes","Number","6037"
"Births Outside Marriage Registered","2016Q1","Male","Number",""
"Births Outside Marriage Registered","2016Q1","Female","Number",""
"Births Outside Marriage Registered","2016Q2","Both sexes","Number","5806"
"Births Outside Marriage Registered","2016Q2","Male","Number",""
"Births Outside Marriage Registered","2016Q2","Female","Number",""
"Births Outside Marriage Registered","2016Q3","Both sexes","Number","6056"
"Births Outside Marriage Registered","2016Q3","Male","Number",""
"Births Outside Marriage Registered","2016Q3","Female","Number",""
"Births Outside Marriage Registered","2016Q4","Both sexes","Number","5449"
"Births Outside Marriage Registered","2016Q4","Male","Number",""
"Births Outside Marriage Registered","2016Q4","Female","Number",""
"Births Outside Marriage Registered","2017Q1","Both sexes","Number","6229"
"Births Outside Marriage Registered","2017Q1","Male","Number",""
"Births Outside Marriage Registered","2017Q1","Female","Number",""
"Births Outside Marriage Registered","2017Q2","Both sexes","Number","5675"
"Births Outside Marriage Registered","2017Q2","Male","Number",""
"Births Outside Marriage Registered","2017Q2","Female","Number",""
"Births Outside Marriage Registered","2017Q3","Both sexes","Number","5902"
"Births Outside Marriage Registered","2017Q3","Male","Number",""
"Births Outside Marriage Registered","2017Q3","Female","Number",""
"Births Outside Marriage Registered","2017Q4","Both sexes","Number","5534"
"Births Outside Marriage Registered","2017Q4","Male","Number",""
"Births Outside Marriage Registered","2017Q4","Female","Number",""
"Births Outside Marriage Registered","2018Q1","Both sexes","Number","5919"
"Births Outside Marriage Registered","2018Q1","Male","Number",""
"Births Outside Marriage Registered","2018Q1","Female","Number",""
"Births Outside Marriage Registered","2018Q2","Both sexes","Number","5912"
"Births Outside Marriage Registered","2018Q2","Male","Number",""
"Births Outside Marriage Registered","2018Q2","Female","Number",""
"Births Outside Marriage Registered","2018Q3","Both sexes","Number","5811"
"Births Outside Marriage Registered","2018Q3","Male","Number",""
"Births Outside Marriage Registered","2018Q3","Female","Number",""
"Births Outside Marriage Registered","2018Q4","Both sexes","Number","5419"
"Births Outside Marriage Registered","2018Q4","Male","Number",""
"Births Outside Marriage Registered","2018Q4","Female","Number",""
"Births Outside Marriage Registered","2019Q1","Both sexes","Number","6046"
"Births Outside Marriage Registered","2019Q1","Male","Number",""
"Births Outside Marriage Registered","2019Q1","Female","Number",""
"Births Outside Marriage Registered","2019Q2","Both sexes","Number","5457"
"Births Outside Marriage Registered","2019Q2","Male","Number",""
"Births Outside Marriage Registered","2019Q2","Female","Number",""
"Births Outside Marriage Registered","2019Q3","Both sexes","Number","6017"
"Births Outside Marriage Registered","2019Q3","Male","Number",""
"Births Outside Marriage Registered","2019Q3","Female","Number",""
"Births Outside Marriage Registered","2019Q4","Both sexes","Number","5252"
"Births Outside Marriage Registered","2019Q4","Male","Number",""
"Births Outside Marriage Registered","2019Q4","Female","Number",""
"Births Outside Marriage Registered","2020Q1","Both sexes","Number","5497"
"Births Outside Marriage Registered","2020Q1","Male","Number",""
"Births Outside Marriage Registered","2020Q1","Female","Number",""
"Births Outside Marriage Registered","2020Q2","Both sexes","Number","5114"
"Births Outside Marriage Registered","2020Q2","Male","Number",""
"Births Outside Marriage Registered","2020Q2","Female","Number",""
"Births Outside Marriage Registered","2020Q3","Both sexes","Number","5689"
"Births Outside Marriage Registered","2020Q3","Male","Number",""
"Births Outside Marriage Registered","2020Q3","Female","Number",""
"Births Outside Marriage Registered","2020Q4","Both sexes","Number","5178"
"Births Outside Marriage Registered","2020Q4","Male","Number",""
"Births Outside Marriage Registered","2020Q4","Female","Number",""
"Births Outside Marriage Registered","2021Q1","Both sexes","Number","5566"
"Births Outside Marriage Registered","2021Q1","Male","Number",""
"Births Outside Marriage Registered","2021Q1","Female","Number",""
"Births Outside Marriage Registered","2021Q2","Both sexes","Number","4727"
"Births Outside Marriage Registered","2021Q2","Male","Number",""
"Births Outside Marriage Registered","2021Q2","Female","Number",""
"Births Outside Marriage Registered","2021Q3","Both sexes","Number","7141"
"Births Outside Marriage Registered","2021Q3","Male","Number",""
"Births Outside Marriage Registered","2021Q3","Female","Number",""
"Births Outside Marriage Registered","2021Q4","Both sexes","Number","6738"
"Births Outside Marriage Registered","2021Q4","Male","Number",""
"Births Outside Marriage Registered","2021Q4","Female","Number",""
"Births Outside Marriage Registered","2022Q1","Both sexes","Number","7040"
"Births Outside Marriage Registered","2022Q1","Male","Number",""
"Births Outside Marriage Registered","2022Q1","Female","Number",""
"Births Outside Marriage Registered","2022Q2","Both sexes","Number","6393"
"Births Outside Marriage Registered","2022Q2","Male","Number",""
"Births Outside Marriage Registered","2022Q2","Female","Number",""
"Births Outside Marriage Registered","2022Q3","Both sexes","Number","6025"
"Births Outside Marriage Registered","2022Q3","Male","Number",""
"Births Outside Marriage Registered","2022Q3","Female","Number",""
"Births Outside Marriage Registered","2022Q4","Both sexes","Number","5296"
"Births Outside Marriage Registered","2022Q4","Male","Number",""
"Births Outside Marriage Registered","2022Q4","Female","Number",""
"Births Outside Marriage Registered","2023Q1","Both sexes","Number","5946"
"Births Outside Marriage Registered","2023Q1","Male","Number",""
"Births Outside Marriage Registered","2023Q1","Female","Number",""
"Deaths Registered","1960Q1","Both sexes","Number","9399"
"Deaths Registered","1960Q1","Male","Number","5082"
"Deaths Registered","1960Q1","Female","Number","4317"
"Deaths Registered","1960Q2","Both sexes","Number","7882"
"Deaths Registered","1960Q2","Male","Number","4154"
"Deaths Registered","1960Q2","Female","Number","3728"
"Deaths Registered","1960Q3","Both sexes","Number","6950"
"Deaths Registered","1960Q3","Male","Number","3783"
"Deaths Registered","1960Q3","Female","Number","3167"
"Deaths Registered","1960Q4","Both sexes","Number","8427"
"Deaths Registered","1960Q4","Male","Number","4466"
"Deaths Registered","1960Q4","Female","Number","3961"
"Deaths Registered","1961Q1","Both sexes","Number","11883"
"Deaths Registered","1961Q1","Male","Number","6376"
"Deaths Registered","1961Q1","Female","Number","5507"
"Deaths Registered","1961Q2","Both sexes","Number","8251"
"Deaths Registered","1961Q2","Male","Number","4533"
"Deaths Registered","1961Q2","Female","Number","3718"
"Deaths Registered","1961Q3","Both sexes","Number","6703"
"Deaths Registered","1961Q3","Male","Number","3556"
"Deaths Registered","1961Q3","Female","Number","3147"
"Deaths Registered","1961Q4","Both sexes","Number","7711"
"Deaths Registered","1961Q4","Male","Number","4151"
"Deaths Registered","1961Q4","Female","Number","3560"
"Deaths Registered","1962Q1","Both sexes","Number","10367"
"Deaths Registered","1962Q1","Male","Number","5535"
"Deaths Registered","1962Q1","Female","Number","4832"
"Deaths Registered","1962Q2","Both sexes","Number","8732"
"Deaths Registered","1962Q2","Male","Number","4763"
"Deaths Registered","1962Q2","Female","Number","3969"
"Deaths Registered","1962Q3","Both sexes","Number","7021"
"Deaths Registered","1962Q3","Male","Number","3883"
"Deaths Registered","1962Q3","Female","Number","3138"
"Deaths Registered","1962Q4","Both sexes","Number","7523"
"Deaths Registered","1962Q4","Male","Number","4059"
"Deaths Registered","1962Q4","Female","Number","3464"
"Deaths Registered","1963Q1","Both sexes","Number","10262"
"Deaths Registered","1963Q1","Male","Number","5553"
"Deaths Registered","1963Q1","Female","Number","4709"
"Deaths Registered","1963Q2","Both sexes","Number","8681"
"Deaths Registered","1963Q2","Male","Number","4597"
"Deaths Registered","1963Q2","Female","Number","4084"
"Deaths Registered","1963Q3","Both sexes","Number","7105"
"Deaths Registered","1963Q3","Male","Number","3839"
"Deaths Registered","1963Q3","Female","Number","3266"
"Deaths Registered","1963Q4","Both sexes","Number","7510"
"Deaths Registered","1963Q4","Male","Number","4083"
"Deaths Registered","1963Q4","Female","Number","3427"
"Deaths Registered","1964Q1","Both sexes","Number","8863"
"Deaths Registered","1964Q1","Male","Number","4802"
"Deaths Registered","1964Q1","Female","Number","4061"
"Deaths Registered","1964Q2","Both sexes","Number","9067"
"Deaths Registered","1964Q2","Male","Number","4879"
"Deaths Registered","1964Q2","Female","Number","4188"
"Deaths Registered","1964Q3","Both sexes","Number","6882"
"Deaths Registered","1964Q3","Male","Number","3685"
"Deaths Registered","1964Q3","Female","Number","3197"
"Deaths Registered","1964Q4","Both sexes","Number","7661"
"Deaths Registered","1964Q4","Male","Number","4178"
"Deaths Registered","1964Q4","Female","Number","3483"
"Deaths Registered","1965Q1","Both sexes","Number","9278"
"Deaths Registered","1965Q1","Male","Number","5037"
"Deaths Registered","1965Q1","Female","Number","4241"
"Deaths Registered","1965Q2","Both sexes","Number","8161"
"Deaths Registered","1965Q2","Male","Number","4473"
"Deaths Registered","1965Q2","Female","Number","3688"
"Deaths Registered","1965Q3","Both sexes","Number","7326"
"Deaths Registered","1965Q3","Male","Number","3973"
"Deaths Registered","1965Q3","Female","Number","3353"
"Deaths Registered","1965Q4","Both sexes","Number","8013"
"Deaths Registered","1965Q4","Male","Number","4342"
"Deaths Registered","1965Q4","Female","Number","3671"
"Deaths Registered","1966Q1","Both sexes","Number","10455"
"Deaths Registered","1966Q1","Male","Number","5672"
"Deaths Registered","1966Q1","Female","Number","4783"
"Deaths Registered","1966Q2","Both sexes","Number","9114"
"Deaths Registered","1966Q2","Male","Number","4910"
"Deaths Registered","1966Q2","Female","Number","4204"
"Deaths Registered","1966Q3","Both sexes","Number","7123"
"Deaths Registered","1966Q3","Male","Number","3938"
"Deaths Registered","1966Q3","Female","Number","3185"
"Deaths Registered","1966Q4","Both sexes","Number","8033"
"Deaths Registered","1966Q4","Male","Number","4411"
"Deaths Registered","1966Q4","Female","Number","3622"
"Deaths Registered","1967Q1","Both sexes","Number","8086"
"Deaths Registered","1967Q1","Male","Number","4420"
"Deaths Registered","1967Q1","Female","Number","3666"
"Deaths Registered","1967Q2","Both sexes","Number","7901"
"Deaths Registered","1967Q2","Male","Number","4305"
"Deaths Registered","1967Q2","Female","Number","3596"
"Deaths Registered","1967Q3","Both sexes","Number","7185"
"Deaths Registered","1967Q3","Male","Number","3861"
"Deaths Registered","1967Q3","Female","Number","3324"
"Deaths Registered","1967Q4","Both sexes","Number","7830"
"Deaths Registered","1967Q4","Male","Number","4217"
"Deaths Registered","1967Q4","Female","Number","3613"
"Deaths Registered","1968Q1","Both sexes","Number","9861"
"Deaths Registered","1968Q1","Male","Number","5254"
"Deaths Registered","1968Q1","Female","Number","4607"
"Deaths Registered","1968Q2","Both sexes","Number","8214"
"Deaths Registered","1968Q2","Male","Number","4455"
"Deaths Registered","1968Q2","Female","Number","3759"
"Deaths Registered","1968Q3","Both sexes","Number","7164"
"Deaths Registered","1968Q3","Male","Number","3957"
"Deaths Registered","1968Q3","Female","Number","3207"
"Deaths Registered","1968Q4","Both sexes","Number","7561"
"Deaths Registered","1968Q4","Male","Number","4147"
"Deaths Registered","1968Q4","Female","Number","3414"
"Deaths Registered","1969Q1","Both sexes","Number","9529"
"Deaths Registered","1969Q1","Male","Number","5218"
"Deaths Registered","1969Q1","Female","Number","4311"
"Deaths Registered","1969Q2","Both sexes","Number","8409"
"Deaths Registered","1969Q2","Male","Number","4610"
"Deaths Registered","1969Q2","Female","Number","3799"
"Deaths Registered","1969Q3","Both sexes","Number","7511"
"Deaths Registered","1969Q3","Male","Number","4055"
"Deaths Registered","1969Q3","Female","Number","3456"
"Deaths Registered","1969Q4","Both sexes","Number","8059"
"Deaths Registered","1969Q4","Male","Number","4338"
"Deaths Registered","1969Q4","Female","Number","3721"
"Deaths Registered","1970Q1","Both sexes","Number","10096"
"Deaths Registered","1970Q1","Male","Number","5584"
"Deaths Registered","1970Q1","Female","Number","4512"
"Deaths Registered","1970Q2","Both sexes","Number","8808"
"Deaths Registered","1970Q2","Male","Number","4753"
"Deaths Registered","1970Q2","Female","Number","4055"
"Deaths Registered","1970Q3","Both sexes","Number","7094"
"Deaths Registered","1970Q3","Male","Number","3879"
"Deaths Registered","1970Q3","Female","Number","3215"
"Deaths Registered","1970Q4","Both sexes","Number","7886"
"Deaths Registered","1970Q4","Male","Number","4298"
"Deaths Registered","1970Q4","Female","Number","3588"
"Deaths Registered","1971Q1","Both sexes","Number","8426"
"Deaths Registered","1971Q1","Male","Number","4550"
"Deaths Registered","1971Q1","Female","Number","3876"
"Deaths Registered","1971Q2","Both sexes","Number","8187"
"Deaths Registered","1971Q2","Male","Number","4476"
"Deaths Registered","1971Q2","Female","Number","3711"
"Deaths Registered","1971Q3","Both sexes","Number","7154"
"Deaths Registered","1971Q3","Male","Number","3876"
"Deaths Registered","1971Q3","Female","Number","3278"
"Deaths Registered","1971Q4","Both sexes","Number","7608"
"Deaths Registered","1971Q4","Male","Number","4187"
"Deaths Registered","1971Q4","Female","Number","3421"
"Deaths Registered","1972Q1","Both sexes","Number","9624"
"Deaths Registered","1972Q1","Male","Number","5189"
"Deaths Registered","1972Q1","Female","Number","4435"
"Deaths Registered","1972Q2","Both sexes","Number","8371"
"Deaths Registered","1972Q2","Male","Number","4639"
"Deaths Registered","1972Q2","Female","Number","3732"
"Deaths Registered","1972Q3","Both sexes","Number","7315"
"Deaths Registered","1972Q3","Male","Number","3957"
"Deaths Registered","1972Q3","Female","Number","3358"
"Deaths Registered","1972Q4","Both sexes","Number","8538"
"Deaths Registered","1972Q4","Male","Number","4657"
"Deaths Registered","1972Q4","Female","Number","3881"
"Deaths Registered","1973Q1","Both sexes","Number","9533"
"Deaths Registered","1973Q1","Male","Number","5220"
"Deaths Registered","1973Q1","Female","Number","4313"
"Deaths Registered","1973Q2","Both sexes","Number","8358"
"Deaths Registered","1973Q2","Male","Number","4620"
"Deaths Registered","1973Q2","Female","Number","3738"
"Deaths Registered","1973Q3","Both sexes","Number","7461"
"Deaths Registered","1973Q3","Male","Number","4077"
"Deaths Registered","1973Q3","Female","Number","3384"
"Deaths Registered","1973Q4","Both sexes","Number","7958"
"Deaths Registered","1973Q4","Male","Number","4301"
"Deaths Registered","1973Q4","Female","Number","3657"
"Deaths Registered","1974Q1","Both sexes","Number","9068"
"Deaths Registered","1974Q1","Male","Number","4884"
"Deaths Registered","1974Q1","Female","Number","4184"
"Deaths Registered","1974Q2","Both sexes","Number","8939"
"Deaths Registered","1974Q2","Male","Number","4858"
"Deaths Registered","1974Q2","Female","Number","4081"
"Deaths Registered","1974Q3","Both sexes","Number","7792"
"Deaths Registered","1974Q3","Male","Number","4229"
"Deaths Registered","1974Q3","Female","Number","3563"
"Deaths Registered","1974Q4","Both sexes","Number","8669"
"Deaths Registered","1974Q4","Male","Number","4649"
"Deaths Registered","1974Q4","Female","Number","4020"
"Deaths Registered","1975Q1","Both sexes","Number","9112"
"Deaths Registered","1975Q1","Male","Number","5013"
"Deaths Registered","1975Q1","Female","Number","4099"
"Deaths Registered","1975Q2","Both sexes","Number","8762"
"Deaths Registered","1975Q2","Male","Number","4737"
"Deaths Registered","1975Q2","Female","Number","4025"
"Deaths Registered","1975Q3","Both sexes","Number","7303"
"Deaths Registered","1975Q3","Male","Number","3969"
"Deaths Registered","1975Q3","Female","Number","3334"
"Deaths Registered","1975Q4","Both sexes","Number","8355"
"Deaths Registered","1975Q4","Male","Number","4598"
"Deaths Registered","1975Q4","Female","Number","3757"
"Deaths Registered","1976Q1","Both sexes","Number","8703"
"Deaths Registered","1976Q1","Male","Number","4603"
"Deaths Registered","1976Q1","Female","Number","4100"
"Deaths Registered","1976Q2","Both sexes","Number","9315"
"Deaths Registered","1976Q2","Male","Number","5107"
"Deaths Registered","1976Q2","Female","Number","4208"
"Deaths Registered","1976Q3","Both sexes","Number","7215"
"Deaths Registered","1976Q3","Male","Number","3944"
"Deaths Registered","1976Q3","Female","Number","3271"
"Deaths Registered","1976Q4","Both sexes","Number","8051"
"Deaths Registered","1976Q4","Male","Number","4409"
"Deaths Registered","1976Q4","Female","Number","3642"
"Deaths Registered","1977Q1","Both sexes","Number","9101"
"Deaths Registered","1977Q1","Male","Number","4867"
"Deaths Registered","1977Q1","Female","Number","4234"
"Deaths Registered","1977Q2","Both sexes","Number","8604"
"Deaths Registered","1977Q2","Male","Number","4656"
"Deaths Registered","1977Q2","Female","Number","3948"
"Deaths Registered","1977Q3","Both sexes","Number","7636"
"Deaths Registered","1977Q3","Male","Number","4167"
"Deaths Registered","1977Q3","Female","Number","3469"
"Deaths Registered","1977Q4","Both sexes","Number","8084"
"Deaths Registered","1977Q4","Male","Number","4428"
"Deaths Registered","1977Q4","Female","Number","3656"
"Deaths Registered","1978Q1","Both sexes","Number","9734"
"Deaths Registered","1978Q1","Male","Number","5265"
"Deaths Registered","1978Q1","Female","Number","4469"
"Deaths Registered","1978Q2","Both sexes","Number","8749"
"Deaths Registered","1978Q2","Male","Number","4788"
"Deaths Registered","1978Q2","Female","Number","3961"
"Deaths Registered","1978Q3","Both sexes","Number","7193"
"Deaths Registered","1978Q3","Male","Number","3922"
"Deaths Registered","1978Q3","Female","Number","3271"
"Deaths Registered","1978Q4","Both sexes","Number","7375"
"Deaths Registered","1978Q4","Male","Number","4026"
"Deaths Registered","1978Q4","Female","Number","3349"
"Deaths Registered","1979Q1","Both sexes","Number","9511"
"Deaths Registered","1979Q1","Male","Number","5215"
"Deaths Registered","1979Q1","Female","Number","4296"
"Deaths Registered","1979Q2","Both sexes","Number","8400"
"Deaths Registered","1979Q2","Male","Number","4654"
"Deaths Registered","1979Q2","Female","Number","3746"
"Deaths Registered","1979Q3","Both sexes","Number","7263"
"Deaths Registered","1979Q3","Male","Number","4042"
"Deaths Registered","1979Q3","Female","Number","3221"
"Deaths Registered","1979Q4","Both sexes","Number","7616"
"Deaths Registered","1979Q4","Male","Number","4150"
"Deaths Registered","1979Q4","Female","Number","3466"
"Deaths Registered","1980Q1","Both sexes","Number","8689"
"Deaths Registered","1980Q1","Male","Number","4740"
"Deaths Registered","1980Q1","Female","Number","3949"
"Deaths Registered","1980Q2","Both sexes","Number","8576"
"Deaths Registered","1980Q2","Male","Number","4761"
"Deaths Registered","1980Q2","Female","Number","3815"
"Deaths Registered","1980Q3","Both sexes","Number","7376"
"Deaths Registered","1980Q3","Male","Number","4012"
"Deaths Registered","1980Q3","Female","Number","3364"
"Deaths Registered","1980Q4","Both sexes","Number","8339"
"Deaths Registered","1980Q4","Male","Number","4528"
"Deaths Registered","1980Q4","Female","Number","3811"
"Deaths Registered","1981Q1","Both sexes","Number","9132"
"Deaths Registered","1981Q1","Male","Number","4939"
"Deaths Registered","1981Q1","Female","Number","4193"
"Deaths Registered","1981Q2","Both sexes","Number","7729"
"Deaths Registered","1981Q2","Male","Number","4186"
"Deaths Registered","1981Q2","Female","Number","3543"
"Deaths Registered","1981Q3","Both sexes","Number","7444"
"Deaths Registered","1981Q3","Male","Number","4050"
"Deaths Registered","1981Q3","Female","Number","3394"
"Deaths Registered","1981Q4","Both sexes","Number","8105"
"Deaths Registered","1981Q4","Male","Number","4577"
"Deaths Registered","1981Q4","Female","Number","3528"
"Deaths Registered","1982Q1","Both sexes","Number","10187"
"Deaths Registered","1982Q1","Male","Number","5546"
"Deaths Registered","1982Q1","Female","Number","4641"
"Deaths Registered","1982Q2","Both sexes","Number","8010"
"Deaths Registered","1982Q2","Male","Number","4448"
"Deaths Registered","1982Q2","Female","Number","3562"
"Deaths Registered","1982Q3","Both sexes","Number","7063"
"Deaths Registered","1982Q3","Male","Number","3806"
"Deaths Registered","1982Q3","Female","Number","3257"
"Deaths Registered","1982Q4","Both sexes","Number","7616"
"Deaths Registered","1982Q4","Male","Number","4179"
"Deaths Registered","1982Q4","Female","Number","3437"
"Deaths Registered","1983Q1","Both sexes","Number","9430"
"Deaths Registered","1983Q1","Male","Number","5139"
"Deaths Registered","1983Q1","Female","Number","4291"
"Deaths Registered","1983Q2","Both sexes","Number","8211"
"Deaths Registered","1983Q2","Male","Number","4555"
"Deaths Registered","1983Q2","Female","Number","3656"
"Deaths Registered","1983Q3","Both sexes","Number","7488"
"Deaths Registered","1983Q3","Male","Number","4091"
"Deaths Registered","1983Q3","Female","Number","3397"
"Deaths Registered","1983Q4","Both sexes","Number","7615"
"Deaths Registered","1983Q4","Male","Number","4125"
"Deaths Registered","1983Q4","Female","Number","3490"
"Deaths Registered","1984Q1","Both sexes","Number","9164"
"Deaths Registered","1984Q1","Male","Number","4904"
"Deaths Registered","1984Q1","Female","Number","4260"
"Deaths Registered","1984Q2","Both sexes","Number","8371"
"Deaths Registered","1984Q2","Male","Number","4569"
"Deaths Registered","1984Q2","Female","Number","3802"
"Deaths Registered","1984Q3","Both sexes","Number","7131"
"Deaths Registered","1984Q3","Male","Number","3912"
"Deaths Registered","1984Q3","Female","Number","3219"
"Deaths Registered","1984Q4","Both sexes","Number","7488"
"Deaths Registered","1984Q4","Male","Number","4108"
"Deaths Registered","1984Q4","Female","Number","3380"
"Deaths Registered","1985Q1","Both sexes","Number","9876"
"Deaths Registered","1985Q1","Male","Number","5430"
"Deaths Registered","1985Q1","Female","Number","4446"
"Deaths Registered","1985Q2","Both sexes","Number","8225"
"Deaths Registered","1985Q2","Male","Number","4496"
"Deaths Registered","1985Q2","Female","Number","3729"
"Deaths Registered","1985Q3","Both sexes","Number","7238"
"Deaths Registered","1985Q3","Male","Number","4023"
"Deaths Registered","1985Q3","Female","Number","3215"
"Deaths Registered","1985Q4","Both sexes","Number","7883"
"Deaths Registered","1985Q4","Male","Number","4320"
"Deaths Registered","1985Q4","Female","Number","3563"
"Deaths Registered","1986Q1","Both sexes","Number","10062"
"Deaths Registered","1986Q1","Male","Number","5391"
"Deaths Registered","1986Q1","Female","Number","4671"
"Deaths Registered","1986Q2","Both sexes","Number","8870"
"Deaths Registered","1986Q2","Male","Number","4870"
"Deaths Registered","1986Q2","Female","Number","4000"
"Deaths Registered","1986Q3","Both sexes","Number","7307"
"Deaths Registered","1986Q3","Male","Number","3999"
"Deaths Registered","1986Q3","Female","Number","3308"
"Deaths Registered","1986Q4","Both sexes","Number","7388"
"Deaths Registered","1986Q4","Male","Number","4011"
"Deaths Registered","1986Q4","Female","Number","3377"
"Deaths Registered","1987Q1","Both sexes","Number","8916"
"Deaths Registered","1987Q1","Male","Number","4846"
"Deaths Registered","1987Q1","Female","Number","4070"
"Deaths Registered","1987Q2","Both sexes","Number","7771"
"Deaths Registered","1987Q2","Male","Number","4222"
"Deaths Registered","1987Q2","Female","Number","3549"
"Deaths Registered","1987Q3","Both sexes","Number","7135"
"Deaths Registered","1987Q3","Male","Number","3863"
"Deaths Registered","1987Q3","Female","Number","3272"
"Deaths Registered","1987Q4","Both sexes","Number","7397"
"Deaths Registered","1987Q4","Male","Number","4020"
"Deaths Registered","1987Q4","Female","Number","3377"
"Deaths Registered","1988Q1","Both sexes","Number","9218"
"Deaths Registered","1988Q1","Male","Number","4871"
"Deaths Registered","1988Q1","Female","Number","4347"
"Deaths Registered","1988Q2","Both sexes","Number","8125"
"Deaths Registered","1988Q2","Male","Number","4446"
"Deaths Registered","1988Q2","Female","Number","3679"
"Deaths Registered","1988Q3","Both sexes","Number","6990"
"Deaths Registered","1988Q3","Male","Number","3753"
"Deaths Registered","1988Q3","Female","Number","3237"
"Deaths Registered","1988Q4","Both sexes","Number","7242"
"Deaths Registered","1988Q4","Male","Number","3919"
"Deaths Registered","1988Q4","Female","Number","3323"
"Deaths Registered","1989Q1","Both sexes","Number","8472"
"Deaths Registered","1989Q1","Male","Number","4450"
"Deaths Registered","1989Q1","Female","Number","4022"
"Deaths Registered","1989Q2","Both sexes","Number","8061"
"Deaths Registered","1989Q2","Male","Number","4257"
"Deaths Registered","1989Q2","Female","Number","3804"
"Deaths Registered","1989Q3","Both sexes","Number","7141"
"Deaths Registered","1989Q3","Male","Number","3794"
"Deaths Registered","1989Q3","Female","Number","3347"
"Deaths Registered","1989Q4","Both sexes","Number","7429"
"Deaths Registered","1989Q4","Male","Number","4017"
"Deaths Registered","1989Q4","Female","Number","3412"
"Deaths Registered","1990Q1","Both sexes","Number","10094"
"Deaths Registered","1990Q1","Male","Number","5251"
"Deaths Registered","1990Q1","Female","Number","4843"
"Deaths Registered","1990Q2","Both sexes","Number","7436"
"Deaths Registered","1990Q2","Male","Number","4036"
"Deaths Registered","1990Q2","Female","Number","3400"
"Deaths Registered","1990Q3","Both sexes","Number","6865"
"Deaths Registered","1990Q3","Male","Number","3725"
"Deaths Registered","1990Q3","Female","Number","3140"
"Deaths Registered","1990Q4","Both sexes","Number","7423"
"Deaths Registered","1990Q4","Male","Number","3990"
"Deaths Registered","1990Q4","Female","Number","3433"
"Deaths Registered","1991Q1","Both sexes","Number","9020"
"Deaths Registered","1991Q1","Male","Number","4746"
"Deaths Registered","1991Q1","Female","Number","4274"
"Deaths Registered","1991Q2","Both sexes","Number","7985"
"Deaths Registered","1991Q2","Male","Number","4240"
"Deaths Registered","1991Q2","Female","Number","3745"
"Deaths Registered","1991Q3","Both sexes","Number","6977"
"Deaths Registered","1991Q3","Male","Number","3725"
"Deaths Registered","1991Q3","Female","Number","3252"
"Deaths Registered","1991Q4","Both sexes","Number","7516"
"Deaths Registered","1991Q4","Male","Number","4030"
"Deaths Registered","1991Q4","Female","Number","3486"
"Deaths Registered","1992Q1","Both sexes","Number","8998"
"Deaths Registered","1992Q1","Male","Number","4712"
"Deaths Registered","1992Q1","Female","Number","4286"
"Deaths Registered","1992Q2","Both sexes","Number","7238"
"Deaths Registered","1992Q2","Male","Number","3909"
"Deaths Registered","1992Q2","Female","Number","3329"
"Deaths Registered","1992Q3","Both sexes","Number","7236"
"Deaths Registered","1992Q3","Male","Number","3802"
"Deaths Registered","1992Q3","Female","Number","3434"
"Deaths Registered","1992Q4","Both sexes","Number","7308"
